id,bident1,userdata,language,int1a,int3a,d1,age,age2,recage,recage2,recage3,recage4,recage5,recage6,hispanic,race,racethn,nativity,racethn2,vaxq1,vaxq2,vaxq3,vaxq4,vaxq5,vaxq6,vaxq7,coverage,agecov,covtype,agecovtype,covselfother,covself,covselfot,child,marital,employ,recemploy,selfemploy,rgender,gendervar,lgbt,party,partylean,party3,party5,ideology,educ,receduc,receduc2,receduc3,income,recincome,recincome2,ce14,ce17,trp2,cell,hhcell,landline,hhadults,int,loi,devicetype,devicecategory,bssrs_match_code,cstate,cregion,density,complete_date,weight,recincome3,Division,changesex,cdc2013,cdc2013USR,state,USR,USR_NEW
00000074,WEB,SSRS Probability Panel,English, , , ,23, ,18-64,18-29,18-24,18-39,18-29,18-49,Yes,Asian,Hispanic,U.S.,"Hispanic, born in US",Somewhat worried,Yes,"Yes, received a booster", ,Have recommended this, , ,Covered by health insurance,Insured Less than 65,Plan you purchased yourself,Self-purchased plan, ,Directly from an insurance company, ,No,Never been married,Unemployed and currently seeking employment,Unemployed, ,Man,Male,No,Independent,Independent/don't lean to either party,Pure Independents,Independent/Don't lean,Moderate,"Four-year college or university degree/Bachelor's degree (e.g., BS, BA, AB, BSN)",College +,College +,College +,"$100,000 or more",$90K+,$40K+,Not at all,No,Purple, , , ,1, ,121,PC/laptop/Large screen device (e.g. TV etc),PC or equivalent,14047988,California,West,Highest,20211215,.9307,$100K+,Pacific,sex = rgender,Large central metro,Urban (CDC=1),CALIFORNIA,Urban,Urban
00000075,WEB,SSRS Probability Panel,English, , , ,45, ,18-64,30-49,45-54,40-59,45-64,18-49,No,Other or mixed race (please specify),"Other, non-Hispanic", ,"Other, non-Hispanic",Not too worried,Yes,"Yes, received a booster", ,Have recommended this, , ,Covered by health insurance,Insured Less than 65,Plan through your employer,Employer, , , ,Yes,Married,Employed full-time,Employed,"No, not self-employed",Woman,Female,No,Independent,Independent/don't lean to either party,Pure Independents,Independent/Don't lean,Moderate,"Some college, no degree (includes some community college)",Some college,Some college,Less than college,"$40,000 to less than $50,000",$40K-$89.9K,$40K+,Once a month,Yes,Purple, , , ,2, ,825,Android smart phones,Smartphone or equivalent (<7 inch),14037927,Texas,South,Highest,20211218,.5693,Less than $50K,West South Central,sex = rgender,Large central metro,Urban (CDC=1),REFUSED,Urban,Suburban
00000076,WEB,SSRS Probability Panel,English, , , ,29, ,18-64,18-29,25-34,18-39,18-29,18-49,No,Black or African-American,"Black, non-Hispanic", ,"Black, non-Hispanic",Very worried,Yes,"No, did not receive a booster","No, does not make me more likely",Have not recommended this, , ,Covered by health insurance,Insured Less than 65,Medicaid/STATE-SPECIFIC MEDICAID NAME,Medicaid, , , ,Yes,Married,Employed part-time,Employed,"Yes, self-employed",Woman,Female,No,None,Independent/don't lean to either party,Pure Independents,Independent/Don't lean,Moderate,"Some college, no degree (includes some community college)",Some college,Some college,Less than college,"Less than $20,000",Less than $40K,Less than $40K,A few times a week,Yes,Purple, , , ,2, ,134,iPhone/iPod,Smartphone or equivalent (<7 inch),14027966,Arkansas,South,3,20211215,1.1356,Less than $50K,West South Central,sex = rgender,Medium metro,"Suburban (CDC=2,3)",ARKANSAS,Urban,Suburban
00000079,WEB,SSRS Probability Panel,English, , , ,73, ,65+,65+,65+,70-74,65+,50+,No,White,"White, non-Hispanic", ,"White, non-Hispanic",Not too worried,Yes,"Yes, received a booster", ,Have recommended this, , ,Covered by health insurance, ,Medicare, , , , ,No,Married,Retired,Retired, ,Woman,Female,No,Democrat, ,Democrat/Indep lean Dem,Democrat,Liberal,"Post-graduate or professional degree, including master's, doctorate, medical, or law degree (e.g., MD, MS, MSN, MA, PhD)",College +,College +,College +,"$100,000 or more",$90K+,$40K+,A few times a week,Yes,Purple, , , ,2, ,241,Android smart phones,Smartphone or equivalent (<7 inch),14014394,Illinois,North Central,Lowest,20211215,1.7696,$100K+,East North Central,sex = rgender,Non-core,Rural (CDC=4-6),ILLINOIS,Rural,Rural
00000081,WEB,SSRS Probability Panel,English, , , ,26, ,18-64,18-29,25-34,18-39,18-29,18-49,Yes,Black or African-American,Hispanic,U.S.,"Hispanic, born in US",Somewhat worried,No, , ,Have not recommended this,"No, does not make me more likely",Other,Covered by health insurance,Insured Less than 65,Medicaid/STATE-SPECIFIC MEDICAID NAME,Medicaid, , , ,Yes,Never been married,"Or, a homemaker or stay at home parent?",A homemaker or stay at home parent, ,Woman,Female,No,Democrat, ,Democrat/Indep lean Dem,Democrat,Conservative,High school graduate (Grade 12 with diploma or GED certificate),High school graduate,High school or less,Less than college,"Less than $20,000",Less than $40K,Less than $40K,"Basically, every day",No,Purple, , , ,1, ,229,PC/laptop/Large screen device (e.g. TV etc),PC or equivalent,14013482,New York,Northeast,2,20211217,1.6384,Less than $50K,Mid Atlantic,sex = rgender,Small metro,Rural (CDC=4-6),NEW YORK,Rural,Suburban
00000084,WEB,SSRS Probability Panel,English, , , ,36, ,18-64,30-49,35-44,18-39,30-44,18-49,No,White,"White, non-Hispanic", ,"White, non-Hispanic",Not at all worried,Yes,"No, did not receive a booster","No, does not make me more likely",Have recommended this, , ,Covered by health insurance,Insured Less than 65,Plan through your employer,Employer, , , ,No,Never been married,Employed full-time,Employed,"No, not self-employed",Woman,Female,No,Republican, ,Republican/Indep lean Rep,Republican,Moderate,"Post-graduate or professional degree, including master's, doctorate, medical, or law degree (e.g., MD, MS, MSN, MA, PhD)",College +,College +,College +,"$100,000 or more",$90K+,$40K+,A few times a week,Yes,Purple, , , ,2, ,163,iPhone/iPod,Smartphone or equivalent (<7 inch),14007014,Pennsylvania,Northeast,3,20211216,2.2811,$100K+,Mid Atlantic,sex = rgender,Medium metro,"Suburban (CDC=2,3)",PENNSYLVANIA,Suburban,Suburban
00000089,WEB,SSRS Probability Panel,English, , , ,54, ,18-64,50-64,45-54,40-59,45-64,50+,No,White,"White, non-Hispanic", ,"White, non-Hispanic",Somewhat worried,Yes,"Yes, received a booster", ,Have recommended this, , ,Covered by health insurance,Insured Less than 65,Plan through your employer,Employer, , , ,No,Never been married,Employed full-time,Employed,"No, not self-employed",Man,Male,Yes,Democrat, ,Democrat/Indep lean Dem,Democrat,Liberal,"Vocational, business, technical, or training courses after high school that did not count toward an associate degree fro",High school graduate,High school or less,Less than college,"$90,000 to less than $100,000",$90K+,$40K+,A few times a month,No,Purple, , , ,2, ,206,PC/laptop/Large screen device (e.g. TV etc),PC or equivalent,14013315,Florida,South,4,20211215,.7109,$50K-$99.9K,South Atlantic,sex = rgender,Large central metro,Urban (CDC=1),FLORIDA,Suburban,Suburban
00000090,WEB,SSRS Probability Panel,English, , , ,35, ,18-64,30-49,35-44,18-39,30-44,18-49,Yes,Black or African-American,Hispanic,U.S.,"Hispanic, born in US",Not at all worried,No, , ,Have recommended this,"No, does not make me more likely",Nothing,Covered by health insurance,Insured Less than 65,Plan through your spouse's employer,Spouse's employer, , , ,No,Married,Employed full-time,Employed,"Yes, self-employed",Man,Male,No,Independent,Republican,Republican/Indep lean Rep,Independent lean Rep,Moderate,"Post-graduate or professional degree, including master's, doctorate, medical, or law degree (e.g., MD, MS, MSN, MA, PhD)",College +,College +,College +,"$100,000 or more",$90K+,$40K+,Not at all,No,Purple, , , ,2, ,399,Android smart phones,Smartphone or equivalent (<7 inch),14006787,New Hampshire,Northeast,3,20211215,1.9175,$100K+,New England,sex = rgender,Medium metro,"Suburban (CDC=2,3)",NEW HAMPSHIRE,Urban,Urban
00000092,WEB,SSRS Probability Panel,English, , , ,71, ,65+,65+,65+,70-74,65+,50+,No,Asian,"Other, non-Hispanic", ,"Other, non-Hispanic",Not too worried,Yes,"No, did not receive a booster","Yes, makes me more likely to get a booster shot",Have recommended this, , ,Covered by health insurance, ,Plan through your spouse's employer, , , , ,No,Widowed,Retired,Retired, ,Woman,Female,No,Democrat, ,Democrat/Indep lean Dem,Democrat,Moderate,"Post-graduate or professional degree, including master's, doctorate, medical, or law degree (e.g., MD, MS, MSN, MA, PhD)",College +,College +,College +,"$100,000 or more",$90K+,$40K+,A few times a week,No,Purple, , , ,2, ,338,PC/laptop/Large screen device (e.g. TV etc),PC or equivalent,14041972,Hawaii,West,4,20211215,1.2257,$100K+,AK/HI,sex = rgender,Medium metro,"Suburban (CDC=2,3)",HAWAII,Suburban,Urban
00000094,WEB,SSRS Probability Panel,English, , , ,43, ,18-64,30-49,35-44,40-59,30-44,18-49,No,White,"White, non-Hispanic", ,"White, non-Hispanic",Not too worried,Yes,"No, did not receive a booster","No, does not make me more likely",Have recommended this, , ,Covered by health insurance,Insured Less than 65,Plan through your employer,Employer, , , ,No,Married,Employed full-time,Employed,"No, not self-employed",Man,Male,Yes,Democrat, ,Democrat/Indep lean Dem,Democrat,Liberal,"Four-year college or university degree/Bachelor's degree (e.g., BS, BA, AB, BSN)",College +,College +,College +,"$40,000 to less than $50,000",$40K-$89.9K,$40K+,Less than once a month,No,Purple, , , ,2, ,207,iPhone/iPod,Smartphone or equivalent (<7 inch),14030288,South Carolina,South,2,20211215,1.192,Less than $50K,South Atlantic,sex = rgender,Large fringe metro,"Suburban (CDC=2,3)",SOUTH CAROLINA,Suburban,Suburban
00000096,WEB,SSRS Probability Panel,English, , , ,37, ,18-64,30-49,35-44,18-39,30-44,18-49,No,White,"White, non-Hispanic", ,"White, non-Hispanic",Somewhat worried,Yes,"Yes, received a booster", ,Not sure, , ,Covered by health insurance,Insured Less than 65,Plan through your spouse's employer,Spouse's employer, , , ,Yes,Married,Employed full-time,Employed,"No, not self-employed",Man,Male,No,Independent,Independent/don't lean to either party,Pure Independents,Independent/Don't lean,Moderate,Two-year associate degree from a college or university (including associate degree in nursing),Some college,Some college,Less than college,"$100,000 or more",$90K+,$40K+,Less than once a month,No,Purple, , , ,3, ,154,PC/laptop/Large screen device (e.g. TV etc),PC or equivalent,14029368,Georgia,South,3,20211217,1.6389,$100K+,South Atlantic,sex = rgender,Small metro,Rural (CDC=4-6),GEORGIA,Rural,Suburban
00000098,WEB,SSRS Probability Panel,English, , , ,40, ,18-64,30-49,35-44,40-59,30-44,18-49,No,White,"White, non-Hispanic", ,"White, non-Hispanic",Not too worried,Yes,"Yes, received a booster", ,Have recommended this, , ,Covered by health insurance,Insured Less than 65,Medicaid/STATE-SPECIFIC MEDICAID NAME,Medicaid, , , ,Yes,Never been married,Employed full-time,Employed,"No, not self-employed",Man,Male,No,Republican, ,Republican/Indep lean Rep,Republican,Conservative,High school incomplete (Grades 9-11 or Grade 12 with no diploma),Less than high school,High school or less,Less than college,"$20,000 to less than $30,000",Less than $40K,Less than $40K,"Basically, every day",Yes,Purple, , , ,1, ,246,Android smart phones,Smartphone or equivalent (<7 inch),90324882,Pennsylvania,Northeast,Highest,20211215,.3753,Less than $50K,Mid Atlantic,sex = rgender,Large central metro,Urban (CDC=1),PENNSYLVANIA,Urban,Urban
00000100,WEB,SSRS Probability Panel,English, , , ,30, ,18-64,30-49,25-34,18-39,30-44,18-49,No,Black or African-American,"Black, non-Hispanic", ,"Black, non-Hispanic",Somewhat worried,No, , ,Have recommended this,"No, does not make me more likely",WEB BLANK,Covered by health insurance,Insured Less than 65,Plan through your employer,Employer, , , ,No,Never been married,Employed full-time,Employed,"No, not self-employed",Woman,Female,No,Democrat, ,Democrat/Indep lean Dem,Democrat,Conservative,"Four-year college or university degree/Bachelor's degree (e.g., BS, BA, AB, BSN)",College +,College +,College +,"$40,000 to less than $50,000",$40K-$89.9K,$40K+,Less than once a month,No,Purple, , , ,1, ,172,iPhone/iPod,Smartphone or equivalent (<7 inch),14036681,Florida,South,4,20211218,.5962,Less than $50K,South Atlantic,sex = rgender,Large fringe metro,"Suburban (CDC=2,3)",FLORIDA,Suburban,Suburban
00000101,WEB,SSRS Probability Panel,English, , , ,47, ,18-64,30-49,45-54,40-59,45-64,18-49,No,White,"White, non-Hispanic", ,"White, non-Hispanic",Not at all worried,Yes,"No, did not receive a booster","No, does not make me more likely",Not sure, , ,Covered by health insurance,Insured Less than 65,Plan through your spouse's employer,Spouse's employer, , , ,Yes,Married,Employed full-time,Employed,"No, not self-employed",Man,Male,No,Republican, ,Republican/Indep lean Rep,Republican,Conservative,High school graduate (Grade 12 with diploma or GED certificate),High school graduate,High school or less,Less than college,"$100,000 or more",$90K+,$40K+,Once a month,No,Purple, , , ,4, ,236,Android smart phones,Smartphone or equivalent (<7 inch),15006982,Connecticut,Northeast,4,20211219,1.4122,$100K+,New England,sex = rgender,Large central metro,Urban (CDC=1),CONNECTICUT,Suburban,Suburban
00000102,WEB,SSRS Probability Panel,English, , , ,69, ,65+,65+,65+,60-69,65+,50+,No,White,"White, non-Hispanic", ,"White, non-Hispanic",Somewhat worried,Yes,"Yes, received a booster", ,Have recommended this, , ,Covered by health insurance, ,Medicare, , , , ,No,Married,Employed part-time,Employed,"No, not self-employed",Woman,Female,No,Democrat, ,Democrat/Indep lean Dem,Democrat,Liberal,"Post-graduate or professional degree, including master's, doctorate, medical, or law degree (e.g., MD, MS, MSN, MA, PhD)",College +,College +,College +,"$75,000 to less than $90,000",$40K-$89.9K,$40K+,Once a month,Yes,Purple, , , ,4, ,186,PC/laptop/Large screen device (e.g. TV etc),PC or equivalent,14000169,Colorado,West,3,20211215,1.5518,$50K-$99.9K,Mountain,sex = rgender,Large fringe metro,"Suburban (CDC=2,3)",COLORADO,Suburban,Suburban
00000103,WEB,SSRS Probability Panel,English, , , ,67, ,65+,65+,65+,60-69,65+,50+,No,White,"White, non-Hispanic", ,"White, non-Hispanic",Very worried,Yes,"Yes, received a booster", ,Have recommended this, , ,Covered by health insurance, ,Medicare, , , , ,No,Married,Retired,Retired, ,Man,Male,No,Democrat, ,Democrat/Indep lean Dem,Democrat,Liberal,"Four-year college or university degree/Bachelor's degree (e.g., BS, BA, AB, BSN)",College +,College +,College +,"$50,000 to less than $75,000",$40K-$89.9K,$40K+,Less than once a month,No,Purple, , , ,2, ,216,Android smart phones,Smartphone or equivalent (<7 inch),15015288,Wisconsin,North Central,Highest,20211215,.4344,$50K-$99.9K,East North Central,sex = rgender,Large central metro,Urban (CDC=1),WISCONSIN,Suburban,Suburban
00000106,WEB,SSRS Probability Panel,English, , , ,75, ,65+,65+,65+,75+,65+,50+,No,White,"White, non-Hispanic", ,"White, non-Hispanic",Somewhat worried,No, , ,Have recommended this,"No, does not make me more likely",Nothing,Covered by health insurance, ,Medicare, , , , ,No,Married,Retired,Retired, ,Man,Male,No,Independent,Republican,Republican/Indep lean Rep,Independent lean Rep,Conservative,"Four-year college or university degree/Bachelor's degree (e.g., BS, BA, AB, BSN)",College +,College +,College +,"$50,000 to less than $75,000",$40K-$89.9K,$40K+,A few times a week,No,Purple, , , ,2, ,514,PC/laptop/Large screen device (e.g. TV etc),PC or equivalent,15011978,Wisconsin,North Central,Lowest,20211216,.6971,$50K-$99.9K,East North Central,sex = rgender,Micropolitan,Rural (CDC=4-6),WISCONSIN,Suburban,Rural
00000110,WEB,SSRS Probability Panel,English, , , ,30, ,18-64,30-49,25-34,18-39,30-44,18-49,No,White,"White, non-Hispanic", ,"White, non-Hispanic",Somewhat worried,No, , ,Have recommended this,"No, does not make me more likely",To keep my family safe,Covered by health insurance,Insured Less than 65,Plan through your employer,Employer, , , ,Yes,Never been married,Employed full-time,Employed,"No, not self-employed",Man,Male,No,Independent,Republican,Republican/Indep lean Rep,Independent lean Rep,Moderate,High school graduate (Grade 12 with diploma or GED certificate),High school graduate,High school or less,Less than college,"$30,000 to less than $40,000",Less than $40K,Less than $40K,A few times a week,No,Purple, , , ,1, ,184,iPhone/iPod,Smartphone or equivalent (<7 inch),15030623,North Carolina,South,2,20211219,.4785,Less than $50K,South Atlantic,sex = rgender,Micropolitan,Rural (CDC=4-6),NORTH CAROLINA,Suburban,Rural
00000116,WEB,SSRS Probability Panel,English, , , ,55, ,18-64,50-64,55-64,40-59,45-64,50+,No,Black or African-American,"Black, non-Hispanic", ,"Black, non-Hispanic",Not too worried,Yes,"No, did not receive a booster","Yes, makes me more likely to get a booster shot",Have recommended this, , ,Covered by health insurance,Insured Less than 65,Plan you purchased yourself,Self-purchased plan, ,Through an insurance agent or broker, ,No,Married,Employed full-time,Employed,"No, not self-employed",Woman,Female,No,Independent,Democratic,Democrat/Indep lean Dem,Independent lean Dem,Moderate,"Post-graduate or professional degree, including master's, doctorate, medical, or law degree (e.g., MD, MS, MSN, MA, PhD)",College +,College +,College +,"$90,000 to less than $100,000",$90K+,$40K+,A few times a week,No,Purple, , , ,4, ,321,Android smart phones,Smartphone or equivalent (<7 inch),15033318,Texas,South,Highest,20211219,.6347,$50K-$99.9K,West South Central,sex = rgender,Large central metro,Urban (CDC=1),TEXAS,Suburban,Suburban
